Regions,City,Latitude,Longitude,Murder,Rape,Kidnapping,Robbery,Holding hostage,Riot,Arson,Assault,Covid
Tukoganj ,Indore,,,0,0,0,0,0,0,0,0,0
Ujjain Road ,Indore,,,0,0,0,0,0,0,0,0,0
Vandana Nagar Main Road,Indore,,,0,0,0,0,0,0,0,0,0
Vijay Nagar ,Indore,,,0,0,0,0,0,0,0,0,0
Vishnu Puri Colony ,Indore,,,0,0,0,0,0,0,0,0,0
White Church Colony ,Indore,,,0,0,0,0,0,0,0,0,0
Yeshwant Niwas Road ,Indore,,,0,0,0,0,0,0,0,0,0
YN Road ,Indore,,,0,0,0,0,0,0,0,0,0
Adhartal  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Ambedkar Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Andhuwa  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Ansar Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Bengali colony ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Bilhari Graveyard ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Bilpura  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
CQAW Quarters ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Dhanwantary Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Diwanbada  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Ganga Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Garha  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
GCF Estate ,Jabalpur,,,0,0,0,0,0,0,0,0,0
GCF Estate Type IV ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Gohalpur  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Gokulpur  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Gol Bazar ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Gorakhpur  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Govindh Bhavan Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Gupteshwar Road ,Jabalpur,,,0,0,0,0,0,0,0,0,0
JDA Colony ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Kanchanpur ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Karmeta ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Katanga  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Khamaria ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Lekha Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Madan Mahal ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Mahanadda ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Maharajpur ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Malhotra Compound  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
"Mandla Road , Jabalpur",Jabalpur,,,0,0,0,0,0,0,0,0,0
Manegaon ,Jabalpur,,,0,0,0,0,0,0,0,0,0
MCI Colony ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Medical College Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
"Nagpur Road , Jabalpur",Jabalpur,,,0,0,0,0,0,0,0,0,0
Napier Town ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Narmada Road ,Jabalpur,,,0,0,0,0,0,0,0,0,0
NH 12 ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Panagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Patrakar Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Premnagar ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Prestige Town  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Priyadarshni Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Raksha Karmachari Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Rameshwaram Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Rampur  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Rewa Colony ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Richhai ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Russell Chowk ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Sadar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Sagra  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Saket Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Sanjeevani Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Sarvodaya Nagar ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Seth Narsinghdas Bldg ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Shaktinagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Shastri Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Shatabdipuram ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Shobhapur  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Sita Pahadi  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Sneh Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Sobhapur  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Suhagi  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Tewar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Tighra  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Transport Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Trimurti Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Uday Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Vaidhyanathan Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Vidya Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Vijay Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Vikas Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Yadav Colony ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Adhartal  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Ambedkar Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Andhuwa  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Ansar Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Bengali colony ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Bilhari Graveyard ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Bilpura  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
CQAW Quarters ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Dhanwantary Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Diwanbada  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Ganga Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Garha  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
GCF Estate ,Jabalpur,,,0,0,0,0,0,0,0,0,0
GCF Estate Type IV ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Gohalpur  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Gokulpur  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Gol Bazar ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Gorakhpur  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Govindh Bhavan Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Gupteshwar Road ,Jabalpur,,,0,0,0,0,0,0,0,0,0
JDA Colony ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Kanchanpur ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Karmeta ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Katanga  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Khamaria ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Lekha Nagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Madan Mahal ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Mahanadda ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Maharajpur ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Malhotra Compound  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
"Mandla Road , Jabalpur",Jabalpur,,,0,0,0,0,0,0,0,0,0
Manegaon ,Jabalpur,,,0,0,0,0,0,0,0,0,0
MCI Colony ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Medical College Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
"Nagpur Road , Jabalpur",Jabalpur,,,0,0,0,0,0,0,0,0,0
Napier Town ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Narmada Road ,Jabalpur,,,0,0,0,0,0,0,0,0,0
NH 12 ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Panagar  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Patrakar Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Premnagar ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Prestige Town  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Priyadarshni Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Raksha Karmachari Colony  ,Jabalpur,,,0,0,0,0,0,0,0,0,0
Adarsh Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Agra Road,Jaipur,,,0,0,0,0,0,0,0,0,0
Ajmer Road,Jaipur,,,0,0,0,0,0,0,0,0,0
Ajmeri Gate,Jaipur,,,0,0,0,0,0,0,0,0,0
Ambabari,Jaipur,,,0,0,0,0,0,0,0,0,0
Amer Road,Jaipur,,,0,0,0,0,0,0,0,0,0
Bais Godam,Jaipur,,,0,0,0,0,0,0,0,0,0
Bajaj Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Bani Park,Jaipur,,,0,0,0,0,0,0,0,0,0
Bapu Bazaar,Jaipur,,,0,0,0,0,0,0,0,0,0
Bapu Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Barkat Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Bhawani Singh Road,Jaipur,,,0,0,0,0,0,0,0,0,0
Biseswarji,Jaipur,,,0,0,0,0,0,0,0,0,0
Brahmapuri,Jaipur,,,0,0,0,0,0,0,0,0,0
Chandpol,Jaipur,,,0,0,0,0,0,0,0,0,0
Civil Lines,Jaipur,,,0,0,0,0,0,0,0,0,0
Durgapura,Jaipur,,,0,0,0,0,0,0,0,0,0
Gangori Bazar,Jaipur,,,0,0,0,0,0,0,0,0,0
Ghat Darwaza,Jaipur,,,0,0,0,0,0,0,0,0,0
Gopalpura,Jaipur,,,0,0,0,0,0,0,0,0,0
Indira Bazar,Jaipur,,,0,0,0,0,0,0,0,0,0
Jagatpura,Jaipur,,,0,0,0,0,0,0,0,0,0
Jalupura,Jaipur,,,0,0,0,0,0,0,0,0,0
Janata Colony,Jaipur,,,0,0,0,0,0,0,0,0,0
Jawaharlal Nehru Marg,Jaipur,,,0,0,0,0,0,0,0,0,0
Jawahar Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Jhotwara,Jaipur,,,0,0,0,0,0,0,0,0,0
Jhotwara Industrial Area,Jaipur,,,0,0,0,0,0,0,0,0,0
Jhotwara Road,Jaipur,,,0,0,0,0,0,0,0,0,0
Johari Bazar,Jaipur,,,0,0,0,0,0,0,0,0,0
Jyothi Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Kalwar Road,Jaipur,,,0,0,0,0,0,0,0,0,0
Kartarpur,Jaipur,,,0,0,0,0,0,0,0,0,0
Khatipura,Jaipur,,,0,0,0,0,0,0,0,0,0
Mahesh Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Malviya Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Mansarovar,Jaipur,,,0,0,0,0,0,0,0,0,0
Mirza Ismail Road,Jaipur,,,0,0,0,0,0,0,0,0,0
Motidungri Marg,Jaipur,,,0,0,0,0,0,0,0,0,0
Muralipura,Jaipur,,,0,0,0,0,0,0,0,0,0
New Colony,Jaipur,,,0,0,0,0,0,0,0,0,0
Pink City,Jaipur,,,0,0,0,0,0,0,0,0,0
Raja Park,Jaipur,,,0,0,0,0,0,0,0,0,0
Ramganj,Jaipur,,,0,0,0,0,0,0,0,0,0
Sanganer,Jaipur,,,0,0,0,0,0,0,0,0,0
Sansar Chandra Road,Jaipur,,,0,0,0,0,0,0,0,0,0
Sethi Colony,Jaipur,,,0,0,0,0,0,0,0,0,0
Shastri Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Shyam Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Sikar Road,Jaipur,,,0,0,0,0,0,0,0,0,0
Sindhi Camp,Jaipur,,,0,0,0,0,0,0,0,0,0
Sirsi Road,Jaipur,,,0,0,0,0,0,0,0,0,0
Sitapura Industrial Area,Jaipur,,,0,0,0,0,0,0,0,0,0
Sodala,Jaipur,,,0,0,0,0,0,0,0,0,0
Subhash Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Sudharshanpura Industrial Area,Jaipur,,,0,0,0,0,0,0,0,0,0
Surajpol Bazar,Jaipur,,,0,0,0,0,0,0,0,0,0
Tilak Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Tonk Phatak,Jaipur,,,0,0,0,0,0,0,0,0,0
Tonk Road,Jaipur,,,0,0,0,0,0,0,0,0,0
Transport Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Vaishali Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Vidhyadhar Nagar,Jaipur,,,0,0,0,0,0,0,0,0,0
Vishwakarma Industrial Area,Jaipur,,,0,0,0,0,0,0,0,0,0
Adarsh Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Air Force Area,Jodhpur,,,0,0,0,0,0,0,0,0,0
Ajit Colony,Jodhpur,,,0,0,0,0,0,0,0,0,0
Ashapurna Nagar ,Jodhpur,,,0,0,0,0,0,0,0,0,0
Baldev Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Basni,Jodhpur,,,0,0,0,0,0,0,0,0,0
Bhagat Ki Kothi,Jodhpur,,,0,0,0,0,0,0,0,0,0
Brigadier Zabar Singh Colony,Jodhpur,,,0,0,0,0,0,0,0,0,0
Chopasni Housing Board,Jodhpur,,,0,0,0,0,0,0,0,0,0
Circuit House Road ,Jodhpur,,,0,0,0,0,0,0,0,0,0
Dilip Nagar Colony,Jodhpur,,,0,0,0,0,0,0,0,0,0
Gopal Bari,Jodhpur,,,0,0,0,0,0,0,0,0,0
Heavy Industrial Area Phase II,Jodhpur,,,0,0,0,0,0,0,0,0,0
Jwala Vihar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Kabir Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Kamla Nehru Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Khema-Ka-Kuwa ,Jodhpur,,,0,0,0,0,0,0,0,0,0
Krishna Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Kudi Bhagatasni Housing Board Colony,Jodhpur,,,0,0,0,0,0,0,0,0,0
Laxmi Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Madhuban Colony,Jodhpur,,,0,0,0,0,0,0,0,0,0
Mahadev Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Mahaveer Colony,Jodhpur,,,0,0,0,0,0,0,0,0,0
Meera Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Milkman Colony,Jodhpur,,,0,0,0,0,0,0,0,0,0
Pal ,Jodhpur,,,0,0,0,0,0,0,0,0,0
Pal Link Road ,Jodhpur,,,0,0,0,0,0,0,0,0,0
Pal Road ,Jodhpur,,,0,0,0,0,0,0,0,0,0
Paota,Jodhpur,,,0,0,0,0,0,0,0,0,0
Parsvnath City ,Jodhpur,,,0,0,0,0,0,0,0,0,0
Pratap Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Prem Vihar,Jodhpur,,,0,0,0,0,0,0,0,0,0
PWD Colony,Jodhpur,,,0,0,0,0,0,0,0,0,0
Ratanada ,Jodhpur,,,0,0,0,0,0,0,0,0,0
Ravit,Jodhpur,,,0,0,0,0,0,0,0,0,0
Rawaton Ka Bass,Jodhpur,,,0,0,0,0,0,0,0,0,0
Salawas Road ,Jodhpur,,,0,0,0,0,0,0,0,0,0
Sangaria Industrial Area ,Jodhpur,,,0,0,0,0,0,0,0,0,0
Saran Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Saraswati Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Sardarpura,Jodhpur,,,0,0,0,0,0,0,0,0,0
Shastri Nagar ,Jodhpur,,,0,0,0,0,0,0,0,0,0
Shyam Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Sindhi Colony,Jodhpur,,,0,0,0,0,0,0,0,0,0
Sirodi,Jodhpur,,,0,0,0,0,0,0,0,0,0
Subhash Nagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Sur Sagar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Surya Colony,Jodhpur,,,0,0,0,0,0,0,0,0,0
Vayu Vihar,Jodhpur,,,0,0,0,0,0,0,0,0,0
Akelgarh  ,Kota,,,0,0,0,0,0,0,0,0,0
Ajay Ahuja Nagar,Kota,,,0,0,0,0,0,0,0,0,0
Anantpura  ,Kota,,,0,0,0,0,0,0,0,0,0
Army Area  ,Kota,,,0,0,0,0,0,0,0,0,0
Bajrang Nagar,Kota,,,0,0,0,0,0,0,0,0,0
Balaji Market ,Kota,,,0,0,0,0,0,0,0,0,0
Balaji Nagar,Kota,,,0,0,0,0,0,0,0,0,0
Ballabhbari  ,Kota,,,0,0,0,0,0,0,0,0,0
Baran Road ,Kota,,,0,0,0,0,0,0,0,0,0
Basant Vihar,Kota,,,0,0,0,0,0,0,0,0,0
Bhimganj Mandi  ,Kota,,,0,0,0,0,0,0,0,0,0
Borkhera  ,Kota,,,0,0,0,0,0,0,0,0,0
Bundi Road ,Kota,,,0,0,0,0,0,0,0,0,0
Chhawani  ,Kota,,,0,0,0,0,0,0,0,0,0
Chitresh Nagar,Kota,,,0,0,0,0,0,0,0,0,0
Civil Lines,Kota,,,0,0,0,0,0,0,0,0,0
Dadabari  ,Kota,,,0,0,0,0,0,0,0,0,0
Dadabari Extension,Kota,,,0,0,0,0,0,0,0,0,0
Dadwara  ,Kota,,,0,0,0,0,0,0,0,0,0
Dhanmandi  ,Kota,,,0,0,0,0,0,0,0,0,0
Durga Nagar,Kota,,,0,0,0,0,0,0,0,0,0
Ganeshpura,Kota,,,0,0,0,0,0,0,0,0,0
Garh Palace,Kota,,,0,0,0,0,0,0,0,0,0
Garish Nagar  ,Kota,,,0,0,0,0,0,0,0,0,0
Gordhanpura  ,Kota,,,0,0,0,0,0,0,0,0,0
Govind Nagar,Kota,,,0,0,0,0,0,0,0,0,0
Gumanpura  ,Kota,,,0,0,0,0,0,0,0,0,0
Indira Colony,Kota,,,0,0,0,0,0,0,0,0,0
Indra Vihar,Kota,,,0,0,0,0,0,0,0,0,0
Indraprastha Industrial Area  ,Kota,,,0,0,0,0,0,0,0,0,0
Instrumentation Limited Colony  ,Kota,,,0,0,0,0,0,0,0,0,0
Jai Hind Nagar -I,Kota,,,0,0,0,0,0,0,0,0,0
Jawahar Nagar ,Kota,,,0,0,0,0,0,0,0,0,0
JP Colony,Kota,,,0,0,0,0,0,0,0,0,0
Kalpuriya,Kota,,,0,0,0,0,0,0,0,0,0
Kathunipol,Kota,,,0,0,0,0,0,0,0,0,0
Kherli Purohit,Kota,,,0,0,0,0,0,0,0,0,0
Kishorepura  ,Kota,,,0,0,0,0,0,0,0,0,0
Kota Industrial Area  ,Kota,,,0,0,0,0,0,0,0,0,0
Kotri Gordhanpura,Kota,,,0,0,0,0,0,0,0,0,0
Kunari,Kota,,,0,0,0,0,0,0,0,0,0
Laxman Vihar,Kota,,,0,0,0,0,0,0,0,0,0
Laxmi Vihar,Kota,,,0,0,0,0,0,0,0,0,0
Loco Colony,Kota,,,0,0,0,0,0,0,0,0,0
Mahatma Gandhi Colony,Kota,,,0,0,0,0,0,0,0,0,0
Mahaveer Nagar  ,Kota,,,0,0,0,0,0,0,0,0,0
Manpura,Kota,,,0,0,0,0,0,0,0,0,0
Model Town,Kota,,,0,0,0,0,0,0,0,0,0
Mokhapara,Kota,,,0,0,0,0,0,0,0,0,0
Narcotics Colony,Kota,,,0,0,0,0,0,0,0,0,0
Nayapura  ,Kota,,,0,0,0,0,0,0,0,0,0
Padam Avenue  ,Kota,,,0,0,0,0,0,0,0,0,0
Police Lines  ,Kota,,,0,0,0,0,0,0,0,0,0
Pratap Colony,Kota,,,0,0,0,0,0,0,0,0,0
Pratap Nagar,Kota,,,0,0,0,0,0,0,0,0,0
Purohit Nagar,Kota,,,0,0,0,0,0,0,0,0,0
Railway Colony,Kota,,,0,0,0,0,0,0,0,0,0
Railway Station Area  ,Kota,,,0,0,0,0,0,0,0,0,0
Rajasthan State Electricity Board Area  ,Kota,,,0,0,0,0,0,0,0,0,0
Rama Krishna Puram  ,Kota,,,0,0,0,0,0,0,0,0,0
Rampura  ,Kota,,,0,0,0,0,0,0,0,0,0
Rangbari  ,Kota,,,0,0,0,0,0,0,0,0,0
Retwali,Kota,,,0,0,0,0,0,0,0,0,0
Sahara Enclave,Kota,,,0,0,0,0,0,0,0,0,0
Sakatpura ,Kota,,,0,0,0,0,0,0,0,0,0
Sanjay Gandhi Nagar  ,Kota,,,0,0,0,0,0,0,0,0,0
Sanjay Nagar  ,Kota,,,0,0,0,0,0,0,0,0,0
Sector 1,Kota,,,0,0,0,0,0,0,0,0,0
Sector 2,Kota,,,0,0,0,0,0,0,0,0,0
Sector 4,Kota,,,0,0,0,0,0,0,0,0,0
Sector B,Kota,,,0,0,0,0,0,0,0,0,0
Sector C,Kota,,,0,0,0,0,0,0,0,0,0
Shakti Nagar ,Kota,,,0,0,0,0,0,0,0,0,0
Shiv Nagar,Kota,,,0,0,0,0,0,0,0,0,0
Shivpura  ,Kota,,,0,0,0,0,0,0,0,0,0
Shrinath Puram  ,Kota,,,0,0,0,0,0,0,0,0,0
Shriram Nagar Colony,Kota,,,0,0,0,0,0,0,0,0,0
Sogariya,Kota,,,0,0,0,0,0,0,0,0,0
Station Road ,Kota,,,0,0,0,0,0,0,0,0,0
Sunder Nagar,Kota,,,0,0,0,0,0,0,0,0,0
Swami Vivekananda Nagar  ,Kota,,,0,0,0,0,0,0,0,0,0
Talwandi  ,Kota,,,0,0,0,0,0,0,0,0,0
Thekra  ,Kota,,,0,0,0,0,0,0,0,0,0
Tilak Nagar,Kota,,,0,0,0,0,0,0,0,0,0
Ummed Sagar  ,Kota,,,0,0,0,0,0,0,0,0,0
Vigyan Nagar ,Kota,,,0,0,0,0,0,0,0,0,0
VIP Colony,Kota,,,0,0,0,0,0,0,0,0,0
Wembey Scheme,Kota,,,0,0,0,0,0,0,0,0,0
Aashiana,Lucknow,,,0,0,0,0,0,0,0,0,0
Adarsh Nagar,Lucknow,,,0,0,0,0,0,0,0,0,0
Ahmamau,Lucknow,,,0,0,0,0,0,0,0,0,0
Aishbagh,Lucknow,,,0,0,0,0,0,0,0,0,0
Alambagh,Lucknow,,,0,0,0,0,0,0,0,0,0
Alamnagar,Lucknow,,,0,0,0,0,0,0,0,0,0
Aliganj,Lucknow,,,0,0,0,0,0,0,0,0,0
Amar Shaheed Path ,Lucknow,,,0,0,0,0,0,0,0,0,0
Amausi,Lucknow,,,0,0,0,0,0,0,0,0,0
Amber Ganj ,Lucknow,,,0,0,0,0,0,0,0,0,0
Anand Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
AP Sen Marg ,Lucknow,,,0,0,0,0,0,0,0,0,0
Arjunganj,Lucknow,,,0,0,0,0,0,0,0,0,0
Arya Nagar,Lucknow,,,0,0,0,0,0,0,0,0,0
Ashiyana Colony ,Lucknow,,,0,0,0,0,0,0,0,0,0
Ashok Marg,Lucknow,,,0,0,0,0,0,0,0,0,0
Balaganj ,Lucknow,,,0,0,0,0,0,0,0,0,0
Banthra ,Lucknow,,,0,0,0,0,0,0,0,0,0
Barha,Lucknow,,,0,0,0,0,0,0,0,0,0
Behta Saboli,Lucknow,,,0,0,0,0,0,0,0,0,0
Bhadrukh,Lucknow,,,0,0,0,0,0,0,0,0,0
Bharat Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Bijnaur,Lucknow,,,0,0,0,0,0,0,0,0,0
Chand Ganj,Lucknow,,,0,0,0,0,0,0,0,0,0
Charbagh ,Lucknow,,,0,0,0,0,0,0,0,0,0
Chaupatiyan,Lucknow,,,0,0,0,0,0,0,0,0,0
Chinhat ,Lucknow,,,0,0,0,0,0,0,0,0,0
Civil Lines ,Lucknow,,,0,0,0,0,0,0,0,0,0
Dalibagh Colony ,Lucknow,,,0,0,0,0,0,0,0,0,0
Daliganj,Lucknow,,,0,0,0,0,0,0,0,0,0
Darulshafa ,Lucknow,,,0,0,0,0,0,0,0,0,0
Deva Road ,Lucknow,,,0,0,0,0,0,0,0,0,0
Dilkusha Garden ,Lucknow,,,0,0,0,0,0,0,0,0,0
DLF Garden City ,Lucknow,,,0,0,0,0,0,0,0,0,0
Faizabad Road ,Lucknow,,,0,0,0,0,0,0,0,0,0
Ganesh Ganj,Lucknow,,,0,0,0,0,0,0,0,0,0
Gari Chunauti ,Lucknow,,,0,0,0,0,0,0,0,0,0
Ghaila,Lucknow,,,0,0,0,0,0,0,0,0,0
Ghazipur,Lucknow,,,0,0,0,0,0,0,0,0,0
Goila,Lucknow,,,0,0,0,0,0,0,0,0,0
Gokhale Marg ,Lucknow,,,0,0,0,0,0,0,0,0,0
Gomti Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Gudamba Thaana Road,Lucknow,,,0,0,0,0,0,0,0,0,0
Guramba,Lucknow,,,0,0,0,0,0,0,0,0,0
HAL,Lucknow,,,0,0,0,0,0,0,0,0,0
Hazratganj ,Lucknow,,,0,0,0,0,0,0,0,0,0
Husainabad,Lucknow,,,0,0,0,0,0,0,0,0,0
Hussainganj,Lucknow,,,0,0,0,0,0,0,0,0,0
IIM Road ,Lucknow,,,0,0,0,0,0,0,0,0,0
Indira Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Jal Vayu Vihar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Jankipuram ,Lucknow,,,0,0,0,0,0,0,0,0,0
Jopling Road ,Lucknow,,,0,0,0,0,0,0,0,0,0
Jugor,Lucknow,,,0,0,0,0,0,0,0,0,0
Kalyanpur ,Lucknow,,,0,0,0,0,0,0,0,0,0
Kamalabad Barhauli,Lucknow,,,0,0,0,0,0,0,0,0,0
Kanpur Road ,Lucknow,,,0,0,0,0,0,0,0,0,0
Kuroni,Lucknow,,,0,0,0,0,0,0,0,0,0
Kursi Road ,Lucknow,,,0,0,0,0,0,0,0,0,0
Lalbagh,Lucknow,,,0,0,0,0,0,0,0,0,0
Lucknow Cantonment,Lucknow,,,0,0,0,0,0,0,0,0,0
Madiaon ,Lucknow,,,0,0,0,0,0,0,0,0,0
Mahanagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Mahipatmau,Lucknow,,,0,0,0,0,0,0,0,0,0
Malesemau,Lucknow,,,0,0,0,0,0,0,0,0,0
Manak Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
Manas Nagar,Lucknow,,,0,0,0,0,0,0,0,0,0
Maunda,Lucknow,,,0,0,0,0,0,0,0,0,0
Miranpur Pinvat,Lucknow,,,0,0,0,0,0,0,0,0,0
Mohan Meking Road ,Lucknow,,,0,0,0,0,0,0,0,0,0
Narayan Nagar ,Lucknow,,,0,0,0,0,0,0,0,0,0
